userId	Device	OS	sex	provinceID
86a7ebaac023e5df	General_Desktop	Windows 7	unknown	0
0180c4dad17918a4	General_Desktop	Windows 7	male	29
d916db338b39cfc7	General_Mobile	Windows Phone	female	24
43ddb516ec6f753b	General_Mobile	Android	female	29
f1afc20c8271d525	General_Desktop	Windows 8	unknown	24
e14b0338d88dc251	General_Desktop	Windows 7	female	9999
c49ad5806ae81317	General_Desktop	Windows 7	unknown	47
9e388d8e560b44e2	General_Mobile	Android	female	29
3095548ebea053f1	General_Tablet	iOS	unknown	0
5012a8d746ea7b42	General_Desktop	Windows XP	female	16
7f6239ce072d82cd	General_Mobile	Android	female	24
